Song Title,Streams,Daily,Date
everytime - live,13701412,7449,2026-05-10
tattooed heart - live,12967585,4682,2026-05-10
One Last Time (Attends-Moi),12814253,6869,2026-05-10
* Every Day More Wicked,12577362,13417,2026-05-10
needy - live,12556024,4744,2026-05-10
be alright - live,12189212,3445,2026-05-10
side to side - live,12176539,3858,2026-05-10
* For Good - Live from the Gershwin Theatre,12173663,11732,2026-05-10
raindrops (an angel cried) - live,12153547,3080,2026-05-10
dangerous woman - live,12143333,6232,2026-05-10
no tears left to cry - live,11767272,4787,2026-05-10
r.e.m - live,11485423,3390,2026-05-10
goodnight n go - live,11238065,5008,2026-05-10
sweetener - live,11207117,3681,2026-05-10
Tattooed Heart - Live from London,10969190,8066,2026-05-10
* A Hand For Mrs. Claus,10892465,394,2026-05-10
* You Can't Stop the Beat,10746105,1284,2026-05-10
* You Don't Own Me (Feat. Ariana Grande),10700032,3006,2026-05-10
* Met Him Last Night - Dave Audé Remix,10597162,1642,2026-05-10
supernatural - live version,10496966,7220,2026-05-10
love me harder - live,10451813,3200,2026-05-10
Nobody (with Chaka Khan),10192340,1689,2026-05-10
nasa - live,10124803,2638,2026-05-10
break free - live,10075249,3912,2026-05-10
into you - live,9969149,4399,2026-05-10
successful - live,9832684,2918,2026-05-10
Problem - Dawin Remix,9832613,1276,2026-05-10
true story - a cappella,9826706,2436,2026-05-10
fake smile - live,9624361,2909,2026-05-10
I’m Not That Girl (Reprise),9344472,8599,2026-05-10
right there - live,9035004,2701,2026-05-10
only 1 - live,9024068,3061,2026-05-10
Almost Is Never Enough - Soundtrack Version,8969968,860,2026-05-10
break your heart right back - live,8731235,2499,2026-05-10
you'll never know - live,8694304,2499,2026-05-10
make up - live,8631656,2703,2026-05-10
"thank u, next - live",8585980,2751,2026-05-10
Daydreamin' - Live from London,8523952,4285,2026-05-10
intro (end of the world) - live version,8419489,4666,2026-05-10
we can’t be friends (wait for your love) - live version,8131853,5613,2026-05-10
Baby I - Live from London,7893170,4530,2026-05-10
"yes, and? - extended mix",7619538,3736,2026-05-10
my heart belongs to daddy - live,7543032,2098,2026-05-10
eternal sunshine - live version,7538021,5612,2026-05-10
the light is coming - live,7405712,2286,2026-05-10
get well soon - live,7387564,2456,2026-05-10
in my head interlude - live,7236518,2292,2026-05-10
* The Wizard And I - Live,7186393,1765,2026-05-10
don’t wanna break up again - live version,6678603,4447,2026-05-10
* Bang Bang - Dada Life Remix,6448477,175,2026-05-10
Right There - Live from London (feat. Big Sean),6299274,3139,2026-05-10
* Rain On Me (with Ariana Grande) - Arca Remix,5954357,947,2026-05-10
Popular - Edit,5834611,2549,2026-05-10
Come So Far (Got So Far to Go),5644012,508,2026-05-10
Too Close,5225155,6146,2026-05-10
imperfect for you - live version,5223881,4328,2026-05-10
* Without Love,5140742,718,2026-05-10
One Last Time,4927750,3284,2026-05-10
* Over And Over Again - Elephante Uptempo Radio Version,4923037,275,2026-05-10
Cadillac Song,4908617,4646,2026-05-10
Brand New You (feat. Brynn Williams & Caitlin Gann),4672735,549,2026-05-10
"yes, and? - live version",4583424,3445,2026-05-10
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,4396521,5592,2026-05-10
* I Don't Know Why (I Just Do),4089882,4087,2026-05-10
* Arturo Sandoval,4056837,1494,2026-05-10
Side To Side - Phantoms Remix,3921149,373,2026-05-10
"* Still Hurting - From ""The Last Five Years""",3758071,2497,2026-05-10
* Rain On Me - Purple Disco Machine Remix,3734304,797,2026-05-10
Thank Goodness - Live from the Dolby Theatre,3476335,2911,2026-05-10
"yes, and? - Felix Jaehn Remix",3355952,2081,2026-05-10
* Bang Bang - Imanos & Gramercy Remix,3285948,426,2026-05-10
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),3270247,4384,2026-05-10
A Little More Homework (feat. Graham Phillips) - Single Version,3024775,186,2026-05-10
* Hotel Rock Bottom (feat. Ariana Grande),2818745,2523,2026-05-10
"yes, and? - sped up",2610457,610,2026-05-10
Problem - Noodles & Devastator Remix,2603345,208,2026-05-10
the boy is mine - a cappella,2501827,1170,2026-05-10
* Bang Bang - Kat Krazy Remix,2480273,95,2026-05-10
* Rain On Me - Ralphi Rosario Remix - Edit,2206526,537,2026-05-10
"yes, and? - edit",2171954,798,2026-05-10
we can't be friends (wait for your love) - a cappella,2138571,2289,2026-05-10
"yes, and? - Jonas Blue Remix",2124198,2191,2026-05-10
"yes, and? - a cappella",2036920,964,2026-05-10
twilight zone - a cappella,1901257,1556,2026-05-10
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1893375,1055,2026-05-10
"the boy is mine (with Brandy, Monica) – Remix a cappella",1865878,488,2026-05-10
Problem - Kassiano Remix,1865625,52,2026-05-10
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1765203,1239,2026-05-10
Baby I,1677740,983,2026-05-10
Problem - A Cappella,1581220,874,2026-05-10
"yes, and? - instrumental",1554110,658,2026-05-10
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1549775,1451,2026-05-10
Hampstead - a cappella,1526032,2812,2026-05-10
* Bang Bang - Super Stylers Remix,1518886,108,2026-05-10
* Rain On Me - Ralphi Rosario Remix,1428667,261,2026-05-10
* For Good - Edit,1393657,5230,2026-05-10
supernatural - a cappella,1273997,1283,2026-05-10
past life - a cappella,1267614,7098,2026-05-10
eternal sunshine - a cappella,1111255,1467,2026-05-10
Break Free - Zedd's Extended Mix,1104329,3332,2026-05-10
pov - live from Vevo,1084745,3110,2026-05-10
twilight zone - instrumental,1053382,1345,2026-05-10
the boy is mine - instrumental,1043140,606,2026-05-10
safety net (feat. Ty Dolla $ign) - live from Vevo,1006109,3766,2026-05-10
my hair - live from Vevo,997842,3448,2026-05-10
off the table (with The Weeknd) - live from Vevo,990051,3211,2026-05-10
Popular - Live from the Dolby Theatre,982131,776,2026-05-10
warm - a cappella,941136,940,2026-05-10
"yes, and? - extended mix instrumental",924021,303,2026-05-10
positions - live from Vevo,906319,2906,2026-05-10
we can't be friends (wait for your love) - instrumental,856902,999,2026-05-10
dandelion - a cappella,850599,794,2026-05-10
bye - a cappella,839247,985,2026-05-10
i wish i hated you - a cappella,836626,787,2026-05-10
"yes, and? - slowed",819624,280,2026-05-10
we can't be friends (wait for your love) – string version instrumental,796854,859,2026-05-10
intro (end of the world) - extended a cappella,791724,889,2026-05-10
intro (end of the world) - a cappella,778024,754,2026-05-10
34+35 - live from Vevo,770468,2548,2026-05-10
* All My Love - French Version,753959,124,2026-05-10
don't wanna break up again - a cappella,746453,1116,2026-05-10
supernatural - instrumental,695358,989,2026-05-10
One Last Time - A Cappella,658481,1092,2026-05-10
"yes, and? - The Blessed Madonna’s Godsquad Mix",621999,601,2026-05-10
intro (end of the world) - instrumental,586136,1344,2026-05-10
imperfect for you - a cappella,578463,737,2026-05-10
Love Me Harder - Alex Ghenea Remix,562306,64,2026-05-10
One Last Time - Gazzo Remix,537351,66,2026-05-10
Saturn Returns Interlude - instrumental,508912,689,2026-05-10
ordinary things (feat. Nonna) - a cappella,501958,497,2026-05-10
Saturn Returns Interlude - a cappella,481786,418,2026-05-10
intro (end of the world) - extended instrumental,454464,1003,2026-05-10
eternal sunshine - instrumental,363059,689,2026-05-10
Love Me Harder - Instrumental,329312,943,2026-05-10
Love Me Harder - A Cappella,314340,643,2026-05-10
i wish i hated you - instrumental,301155,419,2026-05-10
dandelion - instrumental,293678,425,2026-05-10
Into You - Alex Ghenea Remix,284850,20,2026-05-10
Right There - 7th Heaven Radio Edit,282478,53,2026-05-10
bye - instrumental,273233,455,2026-05-10
Hampstead - instrumental,254699,427,2026-05-10
warm - instrumental,249734,401,2026-05-10
don't wanna break up again - instrumental,248201,354,2026-05-10
true story - instrumental,233108,1398,2026-05-10
past life - instrumental,232668,394,2026-05-10
* Bang Bang - A Cappella,226996,279,2026-05-10
Baby I - Cosmic Dawn Radio Edit,224227,46,2026-05-10
Break Free - A Cappella,216326,346,2026-05-10
ordinary things (feat. Nonna) - instrumental,211074,340,2026-05-10
imperfect for you - instrumental,190261,255,2026-05-10
* Bang Bang - Kat Krazy Extended Mix,177615,3,2026-05-10
* For Good - Sing-Along,162588,280,2026-05-10
One Last Time - Instrumental,139071,275,2026-05-10
Problem - Dave Aude Twerk Edit,134633,8,2026-05-10
Problem - Wayne G Radio Edit,128872,7,2026-05-10
Love Me Harder - Gregor Salto Amsterdam Mix,121004,7,2026-05-10
The Way - JdB Radio,119491,44,2026-05-10
intro (end of the world) - a cappella,116439,239,2026-05-10
* Bang Bang - iLL BLU Mix Radio Edit,113027,2,2026-05-10
* Bang Bang - 3LAU Extended Mix,111195,3,2026-05-10
Break Free - Instrumental,100892,187,2026-05-10
The Way - Sidney Samson Remix,100127,5,2026-05-10
